Parameter,Count
the_geom,266
emp,87
med_c_rent,83
rnt_occ_hu,83
rntl400,83
r800t999,83
r1000t1249,83
r1250t1499,83
r1500t1999,83
r2000pl,83
rnocshr,83
citz_birth,83
citz_nat,83
not_citz,83
born_in_co,83
brn_oth_st,83
ntv_b_o_us,83
foreign_b,83
pop_1p,83
same_house,83
same_cnty,83
same_state,83
diff_state,83
med_g_rent,83
per_cap_in,83
wrkrs_16pl,83
med_fam_in,83
black_nh,83
ntvam_nh,83
asian_nh,83
